               0.0964199                  1.00057      -0.6268137283828914       0.2362834356835085     -0.05409483867845206    -0.009195624337112015     0.002387893288398879    0.0004131966265492448    5.397962937859317e-05    5.851927654769299e-06    2.404682618830505e-07 
                0.285605                  0.96949      -0.5957058568892186      0.08048303029481127      0.03588369763607039      0.01648970761513321    -0.006475968828353412    -0.001611048188354694    -0.000265488236205967   -3.415335674763613e-05   -1.509726650826893e-06 
                0.458542                 0.886094      -0.5497556869718982     -0.07281348135222318      0.05626521194513225     0.002511946054485396     0.003368964722199297     0.002270529585638711    0.0005810366213647701    0.0001000093339387419     5.05178622004092e-06 
                0.614297                 0.768114      -0.4593718903457344      -0.1907292427833595      0.01159004770218212     -0.01381824552268969     0.004527013918338124   -0.0008292245940157003   -0.0006412278181619837   -0.0001703518776523585   -1.058777030240803e-05 
                0.763717                 0.643002      -0.3017264225393855      -0.2136157621028789     -0.04996528184331596    -0.001912306727269977    -0.004059904821026976    -0.001000269256802218    0.0003391589498107609    0.0001905817512286299    1.580123177597537e-05 
                0.914306                 0.520733     -0.08954655239265095     -0.09058573833136316     -0.04244236532577247      0.01282191281382229    -0.002841878492599304     0.001868992008517473    6.532416302757409e-05   -0.0002062919337689627   -2.613231246493215e-05 
                 1.06736                 0.401528    -0.006036186862112451     -0.00799902665699343    -0.005503189988488733     0.003017420648448586      0.00021126862447289    0.0003935516000261633   -0.0001267702828441044   -3.920000339749956e-05    1.366812981595917e-05 
                 1.22295                 0.285292     -0.01035532132371103     -0.01704640092103675     -0.01542856159838853      0.01211806327087794     0.003466117752791739    0.0006946502106076222   -0.0006107306155210168    5.065763594479307e-05    5.038245712357872e-05 
                 1.38448                 0.177899    -0.005670505829404913      -0.0111796709523719     -0.01255507090432481      0.01296907323969126     0.006310415208069273   -0.0008166931050462144   -6.909399644506952e-05    0.0001287022581466375    -4.26010896787999e-05 
                 1.55653                 0.089793    -0.001500361171325122    -0.003444400505926776    -0.004618936660683466      0.00598980887337074     0.004082616812811907    -0.001376279239602098    0.0006617372035167052   -0.0001660864765671908    2.431599890201312e-05 
