1.000000000000000000e+00 4.532860000000000222e-01 5.000000000000000278e-02 1.563115630955488555e+00
2.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 9.732096413636348586e-01
3.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 8.546159411515752424e-02
4.000000000000000000e+00 5.269910000000000046e-03 5.000000000000000278e-02 1.240579071115277543e-02
5.000000000000000000e+00 5.269910000000000046e-03 5.000000000000000278e-02 1.021903533992905011e-01
6.000000000000000000e+00 5.269730000000000247e-03 5.000000000000000278e-02 3.257215351481690391e-01
7.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 5.196680791425780654e-01
8.000000000000000000e+00 4.532860000000000222e-01 5.000000000000000278e-02 1.292033261910798814e-01
1.000000000000000000e+00 4.650659999999999794e-01 5.000000000000000278e-02 1.008758953519834023e+00
2.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 5.736308660605189402e-01
3.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 1.811640876605071782e-01
4.000000000000000000e+00 1.729719999999999869e-02 5.000000000000000278e-02 2.585480668635149470e-01
5.000000000000000000e+00 1.729719999999999869e-02 5.000000000000000278e-02 1.751061988372963896e-01
6.000000000000000000e+00 1.729609999999999828e-02 5.000000000000000278e-02 5.778694732661904254e-03
7.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 1.478842494719163625e-01
8.000000000000000000e+00 4.650659999999999794e-01 5.000000000000000278e-02 5.938133603956803341e-01
1.000000000000000000e+00 4.801579999999999737e-01 5.000000000000000278e-02 7.511194595664232310e-01
2.000000000000000000e+00 3.508399999999999713e-02 5.000000000000000278e-02 3.345948578868220835e-01
3.000000000000000000e+00 3.508399999999999713e-02 5.000000000000000278e-02 2.936250426498725474e-01
4.000000000000000000e+00 3.271929999999999977e-02 5.000000000000000278e-02 3.774051817587631419e-01
5.000000000000000000e+00 3.271929999999999977e-02 5.000000000000000278e-02 3.236098364721655685e-01
6.000000000000000000e+00 3.271559999999999746e-02 5.000000000000000278e-02 1.879428264726872300e-01
7.000000000000000000e+00 3.508399999999999713e-02 5.000000000000000278e-02 7.725770471015458440e-02
8.000000000000000000e+00 4.801579999999999737e-01 5.000000000000000278e-02 7.011415877268092345e-01
1.000000000000000000e+00 4.994899999999999896e-01 5.000000000000000278e-02 5.906103665254001100e-01
2.000000000000000000e+00 5.595119999999999955e-02 5.000000000000000278e-02 2.086688121675379648e-01
3.000000000000000000e+00 5.595119999999999955e-02 5.000000000000000278e-02 3.319507618865999987e-01
4.000000000000000000e+00 5.249449999999999950e-02 5.000000000000000278e-02 4.230992271597244780e-01
5.000000000000000000e+00 5.249449999999999950e-02 5.000000000000000278e-02 3.886769058597261406e-01
6.000000000000000000e+00 5.248499999999999693e-02 5.000000000000000278e-02 2.838033960754104967e-01
7.000000000000000000e+00 5.595119999999999955e-02 5.000000000000000278e-02 1.968873949859624162e-01
8.000000000000000000e+00 4.994899999999999896e-01 5.000000000000000278e-02 6.866491209113281258e-01
1.000000000000000000e+00 5.242449999999999610e-01 5.000000000000000278e-02 5.358290236715639310e-01
2.000000000000000000e+00 8.272359999999999436e-02 5.000000000000000278e-02 1.647037227858154651e-01
3.000000000000000000e+00 8.272359999999999436e-02 5.000000000000000278e-02 3.342815328251598217e-01
4.000000000000000000e+00 7.785150000000000403e-02 5.000000000000000278e-02 4.227273354653133808e-01
5.000000000000000000e+00 7.785150000000000403e-02 5.000000000000000278e-02 3.965786759434415387e-01
6.000000000000000000e+00 7.783070000000000266e-02 5.000000000000000278e-02 3.079392736291852728e-01
7.000000000000000000e+00 8.272359999999999436e-02 5.000000000000000278e-02 2.396051281016831069e-01
8.000000000000000000e+00 5.242449999999999610e-01 5.000000000000000278e-02 6.081406241374862631e-01
1.000000000000000000e+00 5.559330000000000105e-01 5.000000000000000278e-02 5.738278667567868752e-01
2.000000000000000000e+00 1.170780000000000015e-01 5.000000000000000278e-02 1.646059854742327744e-01
3.000000000000000000e+00 1.170780000000000015e-01 5.000000000000000278e-02 3.207738819163665767e-01
4.000000000000000000e+00 1.103660000000000058e-01 5.000000000000000278e-02 4.036310886193392733e-01
5.000000000000000000e+00 1.103660000000000058e-01 5.000000000000000278e-02 3.751900574787399023e-01
6.000000000000000000e+00 1.103240000000000054e-01 5.000000000000000278e-02 2.947344853728735004e-01
7.000000000000000000e+00 1.170780000000000015e-01 5.000000000000000278e-02 2.326971211698882769e-01
8.000000000000000000e+00 5.559330000000000105e-01 5.000000000000000278e-02 4.864459399425768993e-01
1.000000000000000000e+00 5.825139999999999763e-01 5.000000000000000278e-02 6.303756238212656626e-01
2.000000000000000000e+00 1.611700000000000077e-01 5.000000000000000278e-02 1.765033309223547064e-01
3.000000000000000000e+00 1.611700000000000077e-01 5.000000000000000278e-02 2.999209255051153988e-01
4.000000000000000000e+00 1.520569999999999977e-01 5.000000000000000278e-02 3.766591811134878398e-01
5.000000000000000000e+00 1.520569999999999977e-01 5.000000000000000278e-02 3.391002197308461419e-01
6.000000000000000000e+00 1.519780000000000020e-01 5.000000000000000278e-02 2.603339905239989704e-01
7.000000000000000000e+00 1.611700000000000077e-01 5.000000000000000278e-02 1.965214449666214946e-01
8.000000000000000000e+00 5.825139999999999763e-01 5.000000000000000278e-02 3.909184331629367293e-01
1.000000000000000000e+00 6.052880000000000482e-01 5.000000000000000278e-02 6.745570509721163788e-01
2.000000000000000000e+00 2.177769999999999984e-01 5.000000000000000278e-02 1.826333115772049709e-01
3.000000000000000000e+00 2.177769999999999984e-01 5.000000000000000278e-02 2.823139365352043129e-01
4.000000000000000000e+00 2.055170000000000052e-01 5.000000000000000278e-02 3.506441393131689566e-01
5.000000000000000000e+00 2.055170000000000052e-01 5.000000000000000278e-02 3.018875911601641704e-01
6.000000000000000000e+00 2.053719999999999990e-01 5.000000000000000278e-02 2.180077504416191303e-01
7.000000000000000000e+00 2.177769999999999984e-01 5.000000000000000278e-02 1.538340078420734613e-01
8.000000000000000000e+00 6.052880000000000482e-01 5.000000000000000278e-02 3.218877029440987414e-01
1.000000000000000000e+00 6.483959999999999724e-01 5.000000000000000278e-02 7.218301796877781840e-01
2.000000000000000000e+00 2.904720000000000080e-01 5.000000000000000278e-02 1.690597498281594113e-01
3.000000000000000000e+00 2.904720000000000080e-01 5.000000000000000278e-02 2.772599800733539510e-01
4.000000000000000000e+00 2.740659999999999763e-01 5.000000000000000278e-02 3.320720049523258055e-01
5.000000000000000000e+00 2.740659999999999763e-01 5.000000000000000278e-02 2.751170211336457783e-01
6.000000000000000000e+00 2.738079999999999958e-01 5.000000000000000278e-02 1.828823248893014508e-01
7.000000000000000000e+00 2.904720000000000080e-01 5.000000000000000278e-02 1.149714732442363996e-01
8.000000000000000000e+00 6.483959999999999724e-01 5.000000000000000278e-02 2.294957310070584455e-01
1.000000000000000000e+00 7.147200000000000220e-01 5.000000000000000278e-02 6.833494452424657695e-01
2.000000000000000000e+00 3.838719999999999910e-01 5.000000000000000278e-02 1.266631652056533497e-01
3.000000000000000000e+00 3.838719999999999910e-01 5.000000000000000278e-02 3.074215683936909471e-01
4.000000000000000000e+00 3.619629999999999792e-01 5.000000000000000278e-02 3.354765051859711633e-01
5.000000000000000000e+00 3.619629999999999792e-01 5.000000000000000278e-02 2.687298671280764495e-01
6.000000000000000000e+00 3.615120000000000000e-01 5.000000000000000278e-02 1.666996097851960457e-01
7.000000000000000000e+00 3.838719999999999910e-01 5.000000000000000278e-02 8.848782178909253560e-02
8.000000000000000000e+00 7.147200000000000220e-01 5.000000000000000278e-02 1.551008639162612113e-01
1.000000000000000000e+00 7.993780000000000330e-01 5.000000000000000278e-02 4.316633596049932464e-01
2.000000000000000000e+00 5.039379999999999971e-01 5.000000000000000278e-02 1.012007583235163821e-02
3.000000000000000000e+00 5.039379999999999971e-01 5.000000000000000278e-02 3.744091771245736666e-01
