1.000000000000000000e+00 4.532860000000000222e-01 5.000000000000000278e-02 2.220446049250313204e-17
2.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 0.000000000000000000e+00
3.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 1.570796326794896558e-01
4.000000000000000000e+00 5.269910000000000046e-03 5.000000000000000278e-02 1.570796326794896558e-01
5.000000000000000000e+00 5.269910000000000046e-03 5.000000000000000278e-02 1.570796326794896558e-01
6.000000000000000000e+00 5.269730000000000247e-03 5.000000000000000278e-02 1.570796326794896558e-01
7.000000000000000000e+00 6.135970000000000139e-03 5.000000000000000278e-02 1.570796326794896558e-01
8.000000000000000000e+00 4.532860000000000222e-01 5.000000000000000278e-02 1.570796326794896558e-01
1.000000000000000000e+00 4.650659999999999794e-01 5.000000000000000278e-02 2.220446049250313204e-17
2.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 2.220446049250313204e-17
3.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 1.570796326794896558e-01
4.000000000000000000e+00 1.729719999999999869e-02 5.000000000000000278e-02 1.570796326794896558e-01
5.000000000000000000e+00 1.729719999999999869e-02 5.000000000000000278e-02 1.570796326794896558e-01
6.000000000000000000e+00 1.729609999999999828e-02 5.000000000000000278e-02 1.570796326794896558e-01
7.000000000000000000e+00 1.881740000000000149e-02 5.000000000000000278e-02 1.570796326794896558e-01
8.000000000000000000e+00 4.650659999999999794e-01 5.000000000000000278e-02 1.570796326794896558e-01
1.000000000000000000e+00 4.801579999999999737e-01 5.000000000000000278e-02 2.442490654175345079e-16
2.000000000000000000e+00 3.508399999999999713e-02 5.000000000000000278e-02 2.220446049250313204e-17
3.000000000000000000e+00 3.508399999999999713e-02 5.000000000000000278e-02 1.570796326794896558e-01
4.000000000000000000e+00 3.271929999999999977e-02 5.000000000000000278e-02 1.570796326794896558e-01
5.000000000000000000e+00 3.271929999999999977e-02 5.000000000000000278e-02 1.570796326794896558e-01
